order_id,customer_id,order_date,service_type,order_value,refund_flag,order_month,is_refunded
42,4658,2023-09-29,Express,147.26,0,2023-09,False
43,1799,2024-06-27,Standard,55.38,0,2024-06,False
44,2333,2023-08-27,Express,86.87,0,2023-08,False
45,4912,2024-01-24,Premium,105.24,0,2024-01,False
46,1000,2023-01-10,Standard,55.54,0,2023-01,False
47,340,2023-11-24,Premium,81.07,0,2023-11,False
48,4325,2024-08-13,Standard,54.73,1,2024-08,True
49,4371,2023-12-11,Standard,71.08,0,2023-12,False
50,2405,2024-01-31,Premium,167.34,0,2024-01,False
51,2594,2023-03-31,Standard,47.28,0,2023-03,False
52,4207,2024-03-27,Standard,45.74,0,2024-03,False
53,3708,2024-03-22,Premium,91.66,0,2024-03,False
54,1335,2024-02-14,Standard,46.5,0,2024-02,False
55,82,2024-03-19,Express,105.7,0,2024-03,False
56,2447,2024-07-26,Premium,69.87,0,2024-07,False
57,4322,2024-02-03,Standard,50.85,0,2024-02,False
58,4508,2023-01-05,Standard,47.39,0,2023-01,False
59,4796,2024-11-02,Express,166.92,0,2024-11,False
60,4422,2023-04-06,Premium,85.22,0,2023-04,False
61,2917,2024-06-07,Standard,46.94,0,2024-06,False
62,2268,2023-12-10,Standard,53.28,0,2023-12,False
63,3890,2024-09-12,Standard,72.34,1,2024-09,True
64,3715,2024-05-03,Premium,135.96,0,2024-05,False
65,2709,2023-07-27,Standard,40.16,0,2023-07,False
66,454,2024-06-11,Standard,45.37,0,2024-06,False
67,4657,2023-11-03,Express,170.29,1,2023-11,True
68,2322,2024-12-27,Standard,26.06,0,2024-12,False
69,1851,2024-06-27,Standard,39.34,0,2024-06,False
70,3166,2024-09-18,Standard,53.21,0,2024-09,False
71,3383,2024-09-29,Standard,58.21,0,2024-09,False
72,1057,2023-08-16,Premium,92.0,0,2023-08,False
73,4210,2023-08-17,Standard,50.98,0,2023-08,False
74,1468,2024-01-22,Standard,34.94,0,2024-01,False
75,941,2024-01-06,Standard,41.12,0,2024-01,False
76,2071,2023-12-14,Standard,46.72,0,2023-12,False
77,3665,2024-07-10,Standard,41.42,0,2024-07,False
78,4837,2023-01-24,Standard,40.65,0,2023-01,False
79,4056,2023-01-13,Standard,61.47,0,2023-01,False
80,4719,2024-05-31,Standard,66.63,0,2024-05,False
81,716,2024-08-15,Express,156.07,0,2024-08,False
82,372,2023-06-27,Standard,64.69,0,2023-06,False
83,2807,2024-04-04,Standard,33.05,1,2024-04,True
84,1470,2024-01-10,Standard,47.23,0,2024-01,False
85,4161,2024-11-19,Standard,55.12,0,2024-11,False
86,3372,2024-02-06,Premium,94.63,0,2024-02,False
87,4861,2023-10-16,Express,112.05,0,2023-10,False
88,1283,2023-07-05,Standard,41.3,0,2023-07,False
89,2473,2024-05-17,Express,122.9,0,2024-05,False
90,2532,2023-06-11,Standard,41.88,0,2023-06,False
91,1212,2024-04-02,Express,100.6,0,2024-04,False
92,2966,2023-01-31,Premium,134.52,1,2023-01,True
93,2260,2023-03-20,Standard,47.52,0,2023-03,False
94,2277,2023-10-10,Standard,50.44,0,2023-10,False
95,1849,2023-07-06,Express,144.0,0,2023-07,False
96,82,2024-06-22,Standard,52.41,0,2024-06,False
97,2629,2024-01-10,Standard,44.82,0,2024-01,False
98,1692,2024-01-20,Standard,73.56,0,2024-01,False
99,8,2023-03-17,Standard,46.93,0,2023-03,False
100,1548,2024-12-08,Standard,62.6,0,2024-12,False
101,1412,2024-02-11,Premium,108.74,0,2024-02,False
102,2009,2024-08-21,Express,203.79,0,2024-08,False
103,684,2023-05-03,Standard,36.92,0,2023-05,False
104,2563,2024-04-12,Premium,125.49,0,2024-04,False
105,3472,2023-07-10,Premium,61.31,0,2023-07,False
106,3167,2023-09-12,Standard,43.46,0,2023-09,False
107,4027,2023-07-31,Standard,46.84,0,2023-07,False
108,2309,2023-10-11,Premium,89.52,0,2023-10,False
109,2615,2023-10-07,Standard,43.99,0,2023-10,False
110,4063,2023-10-05,Standard,37.79,1,2023-10,True
111,2179,2024-04-14,Standard,47.39,0,2024-04,False
112,3514,2023-06-17,Standard,37.11,0,2023-06,False
113,2214,2023-07-22,Standard,73.71,0,2023-07,False
114,2123,2023-04-06,Standard,46.76,0,2023-04,False
115,3822,2024-12-28,Standard,25.89,0,2024-12,False
116,882,2024-09-07,Standard,74.61,1,2024-09,True
117,1712,2024-10-22,Standard,23.96,0,2024-10,False
118,1130,2024-01-19,Express,173.47,0,2024-01,False
119,1831,2024-11-09,Express,141.33,0,2024-11,False
120,1167,2023-04-19,Standard,43.33,0,2023-04,False
121,2913,2023-12-04,Express,104.43,0,2023-12,False
122,3994,2023-02-27,Standard,90.88,0,2023-02,False
123,3944,2023-07-17,Express,119.2,0,2023-07,False
124,1856,2024-11-15,Standard,48.18,0,2024-11,False
125,4948,2024-10-01,Standard,56.46,0,2024-10,False
126,2988,2023-12-01,Standard,40.95,0,2023-12,False
127,2037,2024-05-11,Standard,49.02,0,2024-05,False
128,4206,2023-11-14,Standard,58.76,0,2023-11,False
129,3664,2023-06-15,Standard,40.82,0,2023-06,False
130,3760,2024-07-29,Premium,80.19,0,2024-07,False
131,985,2024-09-11,Premium,74.74,0,2024-09,False
132,2386,2024-01-16,Standard,64.47,0,2024-01,False
133,4339,2024-09-19,Standard,73.15,0,2024-09,False
134,2549,2023-12-10,Standard,49.58,0,2023-12,False
135,3429,2024-12-11,Express,132.38,0,2024-12,False
136,2956,2024-12-15,Express,99.17,0,2024-12,False
137,4239,2024-08-12,Premium,73.2,0,2024-08,False
138,1444,2024-02-08,Standard,45.91,0,2024-02,False
139,2893,2024-06-23,Express,233.76,0,2024-06,False
140,640,2023-08-18,Premium,124.03,0,2023-08,False
141,3463,2024-05-20,Standard,55.16,0,2024-05,False
142,3672,2023-07-20,Premium,90.16,0,2023-07,False
143,219,2023-01-20,Premium,59.62,0,2023-01,False
144,3387,2023-04-17,Premium,72.48,0,2023-04,False
145,2109,2024-04-13,Standard,56.22,0,2024-04,False
146,644,2023-01-22,Standard,49.98,0,2023-01,False
147,2136,2023-07-24,Standard,43.71,0,2023-07,False
148,978,2023-02-16,Express,120.01,1,2023-02,True
149,2114,2023-01-25,Premium,107.38,0,2023-01,False
150,1963,2023-05-30,Premium,101.83,0,2023-05,False
151,3707,2024-09-05,Premium,88.93,0,2024-09,False
152,3886,2023-11-13,Standard,46.97,0,2023-11,False
153,3055,2024-11-22,Standard,55.79,0,2024-11,False
154,113,2023-04-29,Standard,49.72,0,2023-04,False
155,4679,2023-05-28,Express,116.15,1,2023-05,True
156,3446,2023-07-27,Premium,105.33,0,2023-07,False
157,170,2023-01-20,Standard,40.71,0,2023-01,False
158,4109,2024-09-08,Premium,104.78,0,2024-09,False
159,1006,2024-09-09,Express,151.0,0,2024-09,False
160,2912,2023-12-24,Premium,83.33,0,2023-12,False
161,2376,2024-11-15,Standard,28.93,0,2024-11,False
162,2136,2023-02-06,Standard,32.54,0,2023-02,False
163,4475,2023-05-23,Standard,54.01,0,2023-05,False
164,2229,2023-05-17,Standard,33.59,0,2023-05,False
165,393,2024-09-04,Express,178.65,1,2024-09,True
166,4756,2023-06-21,Standard,31.75,0,2023-06,False
167,4624,2024-10-16,Standard,45.57,0,2024-10,False
168,3435,2024-07-09,Standard,47.66,0,2024-07,False
169,2384,2024-09-23,Express,208.19,0,2024-09,False
170,486,2024-09-21,Premium,111.75,0,2024-09,False
171,3965,2024-01-31,Standard,38.28,1,2024-01,True
172,393,2023-08-27,Standard,67.06,0,2023-08,False
173,356,2023-06-02,Premium,99.39,0,2023-06,False
174,2705,2023-07-21,Standard,39.75,0,2023-07,False
175,808,2023-02-19,Express,192.81,0,2023-02,False
176,43,2023-05-19,Standard,41.86,0,2023-05,False
177,2151,2023-12-05,Standard,22.78,1,2023-12,True
178,700,2023-10-06,Express,117.97,0,2023-10,False
179,808,2023-03-29,Express,142.26,0,2023-03,False
180,402,2024-10-16,Standard,72.32,0,2024-10,False
181,1031,2024-07-28,Express,124.04,1,2024-07,True
182,3585,2024-10-21,Standard,34.81,0,2024-10,False
183,4054,2023-12-11,Standard,53.28,0,2023-12,False
184,2312,2023-09-05,Premium,79.12,0,2023-09,False
185,2556,2024-06-05,Express,194.07,0,2024-06,False
186,160,2024-09-15,Standard,80.02,0,2024-09,False
187,360,2023-08-30,Standard,29.05,0,2023-08,False
188,1294,2024-03-20,Premium,85.87,0,2024-03,False
189,2736,2024-04-21,Premium,78.35,0,2024-04,False
190,3714,2024-01-09,Express,108.94,0,2024-01,False
191,3043,2024-07-14,Standard,57.29,0,2024-07,False
192,2005,2023-02-18,Standard,76.79,1,2023-02,True
193,610,2023-11-28,Premium,98.61,0,2023-11,False
194,3917,2024-06-28,Premium,100.46,0,2024-06,False
195,1851,2024-08-21,Express,100.77,0,2024-08,False
196,3695,2023-10-06,Standard,44.64,0,2023-10,False
197,2590,2023-06-30,Standard,57.15,0,2023-06,False
198,3708,2023-10-20,Premium,140.98,0,2023-10,False
199,4564,2023-08-09,Premium,133.03,0,2023-08,False
200,4627,2024-04-28,Standard,57.91,0,2024-04,False
201,2691,2024-10-03,Premium,68.8,0,2024-10,False
202,2582,2023-01-05,Standard,49.6,0,2023-01,False
203,1339,2024-04-19,Standard,42.62,0,2024-04,False
204,4700,2024-12-17,Standard,49.3,0,2024-12,False
205,2332,2024-04-14,Premium,111.34,0,2024-04,False
206,662,2023-07-24,Express,116.73,0,2023-07,False
207,2208,2024-02-20,Standard,51.32,0,2024-02,False
208,659,2024-03-17,Standard,41.55,0,2024-03,False
209,2540,2024-08-04,Express,172.01,0,2024-08,False
210,2824,2023-02-09,Standard,53.67,0,2023-02,False
211,1707,2023-12-23,Standard,57.26,0,2023-12,False
212,374,2023-05-14,Standard,66.59,0,2023-05,False
213,4738,2024-07-28,Standard,48.1,0,2024-07,False
214,3881,2023-04-01,Premium,67.56,0,2023-04,False
215,4222,2023-07-16,Premium,111.22,0,2023-07,False
216,1870,2023-09-06,Standard,55.93,1,2023-09,True
217,3825,2023-12-05,Standard,46.65,0,2023-12,False
218,2473,2023-11-02,Standard,50.92,0,2023-11,False
219,1007,2024-02-28,Standard,43.56,0,2024-02,False
220,644,2024-05-27,Express,149.27,0,2024-05,False
221,1751,2024-11-16,Standard,42.96,0,2024-11,False
222,702,2023-05-18,Standard,50.02,0,2023-05,False
223,4994,2024-09-16,Standard,43.17,0,2024-09,False
224,252,2023-11-01,Premium,108.46,0,2023-11,False
225,2249,2023-01-14,Express,148.83,0,2023-01,False
226,2309,2023-02-15,Standard,45.95,0,2023-02,False
227,1513,2024-07-05,Standard,51.34,0,2024-07,False
228,2877,2023-04-24,Standard,34.87,0,2023-04,False
229,760,2023-05-27,Premium,63.64,0,2023-05,False
230,3932,2023-08-30,Standard,44.08,0,2023-08,False
231,1675,2024-06-12,Standard,41.14,0,2024-06,False
232,2973,2023-07-29,Premium,70.12,0,2023-07,False
233,3586,2023-08-20,Standard,34.65,0,2023-08,False
234,4471,2024-01-05,Premium,84.68,0,2024-01,False
235,4207,2024-04-01,Standard,45.23,0,2024-04,False
236,3062,2023-07-12,Express,109.81,0,2023-07,False
237,1987,2023-03-11,Standard,49.9,0,2023-03,False
238,2544,2023-10-21,Premium,113.41,0,2023-10,False
239,3859,2023-05-25,Standard,37.05,0,2023-05,False
240,4414,2024-08-07,Premium,120.54,0,2024-08,False
241,539,2023-05-05,Premium,57.83,0,2023-05,False
242,1966,2024-01-11,Premium,90.32,0,2024-01,False
243,3895,2023-05-26,Standard,65.59,0,2023-05,False
244,2202,2023-08-26,Standard,61.8,0,2023-08,False
245,1674,2023-05-15,Standard,54.07,0,2023-05,False
246,2096,2024-02-23,Standard,57.07,0,2024-02,False
247,3030,2023-06-21,Express,142.51,0,2023-06,False
248,4999,2023-10-22,Premium,86.69,0,2023-10,False
249,2502,2024-06-06,Express,119.13,1,2024-06,True
250,1047,2023-05-05,Standard,43.88,0,2023-05,False
251,818,2023-09-23,Standard,55.49,0,2023-09,False
252,219,2023-05-08,Premium,78.72,1,2023-05,True
253,2813,2023-12-20,Express,129.03,0,2023-12,False
254,2740,2023-03-17,Express,166.6,0,2023-03,False
255,1032,2024-01-28,Standard,43.39,1,2024-01,True
256,3484,2023-12-24,Premium,87.91,0,2023-12,False
257,3722,2024-09-13,Premium,85.08,0,2024-09,False
258,1303,2023-01-08,Express,141.41,0,2023-01,False
259,1745,2024-11-18,Premium,63.46,0,2024-11,False
260,4955,2023-01-21,Standard,48.27,0,2023-01,False
261,1906,2023-07-27,Premium,99.46,0,2023-07,False
262,3825,2023-04-07,Standard,50.24,0,2023-04,False
263,2313,2024-09-06,Express,127.98,0,2024-09,False
264,3977,2023-09-19,Standard,48.28,0,2023-09,False
265,3859,2023-02-28,Standard,39.01,0,2023-02,False
266,3355,2024-06-18,Premium,133.67,0,2024-06,False
267,4302,2023-11-25,Standard,84.53,0,2023-11,False
268,4716,2024-09-03,Premium,94.83,0,2024-09,False
269,2916,2024-04-03,Standard,56.16,0,2024-04,False
270,1202,2024-09-21,Express,119.69,0,2024-09,False
271,2034,2024-01-31,Premium,141.46,0,2024-01,False
272,3810,2023-07-04,Premium,68.03,0,2023-07,False
273,3269,2024-10-30,Premium,95.71,0,2024-10,False
274,899,2024-12-25,Standard,65.78,0,2024-12,False
275,264,2023-11-19,Standard,74.84,0,2023-11,False
276,3426,2024-07-26,Standard,41.9,0,2024-07,False
277,1267,2024-07-26,Premium,98.05,0,2024-07,False
278,2527,2024-01-09,Premium,72.95,0,2024-01,False
279,3749,2023-08-04,Express,114.73,0,2023-08,False
280,2833,2023-01-30,Premium,78.56,0,2023-01,False
281,440,2023-09-12,Standard,76.15,0,2023-09,False
282,937,2023-10-10,Express,160.43,0,2023-10,False
283,1100,2024-04-21,Premium,76.03,0,2024-04,False
284,1296,2024-01-15,Standard,60.05,0,2024-01,False
285,2849,2024-06-25,Express,117.28,0,2024-06,False
286,2548,2023-07-02,Express,128.11,0,2023-07,False
287,1019,2023-05-31,Premium,140.93,0,2023-05,False
288,352,2023-10-20,Express,248.19,0,2023-10,False
289,865,2023-08-08,Standard,39.97,0,2023-08,False
290,4923,2024-07-28,Express,183.52,0,2024-07,False
291,2388,2024-03-10,Express,176.46,0,2024-03,False
292,4365,2023-12-15,Premium,110.57,0,2023-12,False
293,4273,2024-05-06,Premium,74.45,0,2024-05,False
294,2582,2024-12-18,Standard,69.01,0,2024-12,False
295,3541,2023-12-30,Standard,43.54,0,2023-12,False
296,969,2024-12-03,Express,148.8,0,2024-12,False
297,3455,2024-05-07,Standard,58.87,0,2024-05,False
298,1375,2023-10-20,Standard,42.82,0,2023-10,False
299,4185,2024-08-31,Premium,82.32,0,2024-08,False
300,443,2024-09-18,Standard,29.66,0,2024-09,False
301,3879,2024-05-25,Premium,71.95,0,2024-05,False
302,520,2024-06-26,Express,154.46,0,2024-06,False
303,4432,2024-12-18,Standard,54.98,0,2024-12,False
304,1530,2023-06-02,Standard,47.87,0,2023-06,False
305,3283,2024-04-01,Premium,136.77,0,2024-04,False
306,2482,2023-06-02,Premium,76.69,0,2023-06,False
307,1866,2023-12-27,Express,253.59,0,2023-12,False
308,3249,2024-11-16,Standard,42.83,0,2024-11,False
309,4758,2023-10-13,Standard,43.7,0,2023-10,False
310,212,2024-02-08,Express,175.62,0,2024-02,False
311,4618,2023-10-06,Premium,42.38,0,2023-10,False
312,3067,2023-05-07,Premium,82.48,0,2023-05,False
313,4044,2024-01-20,Express,127.1,0,2024-01,False
314,1960,2023-05-23,Standard,71.22,0,2023-05,False
315,2404,2023-01-21,Standard,49.04,0,2023-01,False
316,4374,2023-10-13,Express,181.38,0,2023-10,False
317,2110,2023-09-12,Standard,37.63,0,2023-09,False
318,2691,2024-06-06,Premium,72.51,0,2024-06,False
319,98,2023-04-24,Standard,38.57,0,2023-04,False
320,804,2023-08-06,Premium,97.6,0,2023-08,False
321,3227,2024-10-10,Standard,53.66,0,2024-10,False
322,3590,2024-08-03,Standard,42.42,0,2024-08,False
323,2928,2024-07-12,Standard,48.0,0,2024-07,False
324,729,2023-08-27,Standard,60.26,0,2023-08,False
325,2269,2024-11-04,Standard,51.51,0,2024-11,False
326,1811,2024-06-28,Standard,34.26,0,2024-06,False
327,2510,2024-04-26,Standard,53.96,0,2024-04,False
328,4382,2023-03-06,Standard,39.23,0,2023-03,False
329,3895,2023-06-28,Standard,70.0,0,2023-06,False
330,444,2024-04-07,Premium,81.13,0,2024-04,False
331,4478,2024-02-19,Standard,46.83,0,2024-02,False
332,2403,2024-01-14,Express,125.2,0,2024-01,False
333,3732,2023-11-08,Standard,55.03,0,2023-11,False
334,713,2023-07-23,Express,151.07,0,2023-07,False
335,3369,2024-03-30,Standard,43.77,1,2024-03,True
336,1198,2023-02-14,Standard,60.1,0,2023-02,False
337,2235,2024-06-28,Premium,77.51,0,2024-06,False
338,82,2023-04-16,Premium,69.05,0,2023-04,False
339,770,2024-07-16,Premium,97.48,0,2024-07,False
340,481,2024-05-17,Standard,57.13,0,2024-05,False
341,1215,2024-10-06,Standard,28.76,0,2024-10,False
342,521,2023-10-21,Standard,38.36,0,2023-10,False
343,3472,2024-10-06,Standard,63.22,0,2024-10,False
344,147,2023-02-25,Standard,58.96,0,2023-02,False
345,3111,2024-08-23,Express,222.3,0,2024-08,False
346,717,2024-03-26,Express,97.51,0,2024-03,False
347,4747,2023-11-04,Standard,37.39,0,2023-11,False
348,4687,2023-10-19,Express,196.2,0,2023-10,False
349,1138,2024-01-11,Premium,84.03,1,2024-01,True
350,3099,2024-04-20,Standard,61.53,0,2024-04,False
351,141,2024-10-24,Premium,77.9,0,2024-10,False
352,4683,2024-06-16,Standard,41.6,0,2024-06,False
353,2634,2024-09-02,Premium,90.21,0,2024-09,False
354,220,2024-09-09,Standard,62.2,0,2024-09,False
355,1735,2024-01-13,Express,113.09,0,2024-01,False
356,402,2024-05-18,Premium,81.24,0,2024-05,False
357,2006,2023-10-27,Premium,93.52,0,2023-10,False
358,3364,2023-08-05,Express,113.96,0,2023-08,False
359,2393,2023-04-18,Premium,155.53,0,2023-04,False
360,1959,2023-12-27,Standard,57.29,0,2023-12,False
361,615,2023-12-20,Premium,99.12,0,2023-12,False
362,1234,2023-05-23,Express,118.5,0,2023-05,False
363,521,2024-02-28,Express,128.29,0,2024-02,False
364,4045,2023-06-24,Standard,39.62,0,2023-06,False
365,695,2023-07-23,Standard,59.21,0,2023-07,False
366,2990,2024-05-14,Premium,85.11,0,2024-05,False
367,1737,2023-11-04,Express,107.37,0,2023-11,False
368,1140,2024-10-07,Standard,34.0,0,2024-10,False
369,3213,2024-12-10,Premium,56.97,0,2024-12,False
370,2327,2023-06-25,Standard,32.54,0,2023-06,False
371,2041,2024-11-28,Express,133.54,1,2024-11,True
372,2982,2023-04-11,Premium,125.35,0,2023-04,False
373,2493,2023-08-06,Standard,46.47,0,2023-08,False
374,1529,2024-10-04,Express,116.07,0,2024-10,False
375,2815,2023-12-18,Standard,37.95,0,2023-12,False
376,3362,2023-06-23,Standard,30.07,0,2023-06,False
377,133,2023-05-26,Premium,75.58,0,2023-05,False
378,2372,2023-07-03,Standard,51.71,0,2023-07,False
379,303,2024-02-21,Premium,85.57,0,2024-02,False
380,939,2023-05-25,Premium,120.29,1,2023-05,True
381,2824,2023-03-17,Premium,82.4,0,2023-03,False
382,4362,2024-12-25,Standard,63.52,0,2024-12,False
383,4437,2024-01-21,Standard,40.56,0,2024-01,False
384,364,2023-06-03,Premium,111.11,0,2023-06,False
385,2131,2023-06-16,Standard,62.49,1,2023-06,True
386,2931,2024-03-22,Standard,43.16,0,2024-03,False
387,747,2024-02-05,Standard,52.48,0,2024-02,False
388,3849,2023-04-26,Standard,50.97,0,2023-04,False
389,3734,2023-04-10,Express,164.6,0,2023-04,False
390,4541,2023-02-03,Standard,67.83,0,2023-02,False
391,46,2024-06-14,Premium,128.04,0,2024-06,False
392,1085,2024-02-20,Standard,45.22,0,2024-02,False
393,4156,2024-08-20,Premium,87.85,0,2024-08,False
394,3368,2024-05-12,Express,107.87,0,2024-05,False
395,4503,2024-01-13,Standard,44.7,0,2024-01,False
396,300,2023-03-23,Standard,62.21,0,2023-03,False
397,2998,2024-05-03,Standard,63.38,0,2024-05,False
398,2863,2023-11-18,Express,136.42,0,2023-11,False
399,179,2023-06-17,Standard,35.48,0,2023-06,False
400,2592,2023-06-01,Standard,52.78,0,2023-06,False
401,3070,2024-07-17,Standard,66.31,0,2024-07,False
402,964,2023-01-02,Express,132.89,0,2023-01,False
403,1380,2024-12-01,Premium,126.86,0,2024-12,False
404,3219,2024-12-06,Premium,66.11,0,2024-12,False
405,2386,2023-12-09,Standard,44.56,0,2023-12,False
406,4317,2024-07-20,Express,217.15,0,2024-07,False
407,1735,2023-07-23,Standard,68.08,0,2023-07,False
408,1344,2023-01-08,Standard,71.92,0,2023-01,False
409,4926,2024-11-22,Standard,39.07,0,2024-11,False
410,4582,2024-05-20,Premium,127.78,0,2024-05,False
411,146,2023-09-30,Standard,25.6,0,2023-09,False
412,3869,2024-09-12,Standard,49.01,0,2024-09,False
413,571,2023-10-16,Standard,49.74,0,2023-10,False
414,137,2023-11-07,Standard,45.75,0,2023-11,False
415,1383,2023-07-22,Premium,67.71,0,2023-07,False
416,1357,2023-11-25,Standard,32.15,0,2023-11,False
417,4112,2023-04-08,Standard,51.73,1,2023-04,True
418,3565,2023-12-30,Standard,48.03,0,2023-12,False
419,4912,2024-05-05,Standard,49.64,0,2024-05,False
420,3566,2023-03-20,Standard,61.2,0,2023-03,False
421,2126,2023-11-16,Standard,45.19,0,2023-11,False
422,3498,2023-03-29,Express,100.24,0,2023-03,False
423,4997,2023-12-23,Standard,58.16,0,2023-12,False
424,3561,2024-01-04,Standard,76.95,0,2024-01,False
425,3831,2023-06-17,Standard,50.09,0,2023-06,False
426,4711,2023-07-05,Standard,46.93,0,2023-07,False
427,586,2024-08-17,Express,129.19,0,2024-08,False
428,3529,2023-01-23,Premium,83.04,0,2023-01,False
429,4285,2024-09-06,Premium,100.94,0,2024-09,False
430,4791,2023-12-17,Premium,143.09,0,2023-12,False
431,1058,2023-12-16,Standard,47.99,0,2023-12,False
432,2548,2024-06-02,Standard,41.27,0,2024-06,False
433,3412,2024-03-18,Premium,98.92,0,2024-03,False
434,1246,2023-04-19,Standard,56.95,0,2023-04,False
435,3019,2024-01-05,Standard,38.85,0,2024-01,False
436,1294,2024-04-30,Express,183.08,0,2024-04,False
437,1681,2023-04-22,Premium,120.15,0,2023-04,False
438,2250,2023-10-13,Premium,118.3,0,2023-10,False
439,2668,2024-01-29,Standard,48.28,0,2024-01,False
440,2293,2023-04-08,Standard,50.82,0,2023-04,False
441,2504,2024-06-08,Premium,72.57,0,2024-06,False
442,1508,2023-06-16,Standard,64.2,0,2023-06,False
443,804,2024-08-11,Standard,41.54,0,2024-08,False
444,241,2024-03-23,Express,124.05,0,2024-03,False
445,984,2023-10-08,Standard,57.31,0,2023-10,False
446,2924,2023-06-18,Standard,60.94,0,2023-06,False
447,3941,2023-08-14,Standard,44.48,0,2023-08,False
448,852,2023-11-14,Standard,30.53,0,2023-11,False
449,560,2023-02-09,Premium,123.31,0,2023-02,False
450,3760,2024-05-02,Standard,50.19,0,2024-05,False
451,1535,2024-02-22,Standard,86.58,0,2024-02,False
452,4777,2023-12-01,Standard,51.62,1,2023-12,True
453,3578,2024-05-29,Standard,37.21,0,2024-05,False
454,1641,2024-03-11,Express,149.19,0,2024-03,False
455,1466,2023-09-08,Premium,68.32,0,2023-09,False
456,2639,2023-04-08,Standard,52.83,0,2023-04,False
457,415,2023-11-21,Standard,51.43,0,2023-11,False
458,607,2024-04-14,Premium,107.25,0,2024-04,False
459,888,2024-10-30,Standard,46.27,0,2024-10,False
460,3889,2024-05-30,Standard,32.35,0,2024-05,False
461,2592,2024-05-16,Standard,42.1,0,2024-05,False
462,54,2023-10-08,Express,122.99,0,2023-10,False
463,3382,2023-09-09,Standard,38.14,0,2023-09,False
464,2155,2024-03-09,Express,156.55,0,2024-03,False
465,2578,2023-09-12,Standard,41.47,0,2023-09,False
466,1074,2024-02-11,Standard,36.78,0,2024-02,False
467,2783,2024-02-13,Premium,70.92,1,2024-02,True
468,4903,2023-11-22,Standard,41.01,1,2023-11,True
469,385,2023-04-08,Standard,57.34,0,2023-04,False
470,1440,2023-05-29,Standard,77.38,0,2023-05,False
471,1226,2023-04-18,Standard,55.47,0,2023-04,False
472,1252,2023-12-16,Express,143.21,0,2023-12,False
473,1933,2023-05-03,Standard,48.78,1,2023-05,True
474,4105,2023-11-08,Standard,65.35,0,2023-11,False
475,4590,2023-09-16,Premium,104.7,0,2023-09,False
476,1014,2024-08-13,Standard,73.34,0,2024-08,False
477,2734,2024-02-09,Express,134.12,0,2024-02,False
478,3202,2023-07-30,Standard,58.15,1,2023-07,True
479,2627,2023-06-26,Standard,58.31,0,2023-06,False
480,2213,2024-01-17,Standard,83.09,0,2024-01,False
481,967,2024-08-02,Standard,46.37,0,2024-08,False
482,2485,2023-10-14,Standard,51.54,0,2023-10,False
483,2044,2023-10-29,Standard,84.1,0,2023-10,False
484,3986,2023-10-28,Standard,59.81,0,2023-10,False
485,3842,2024-04-03,Premium,92.25,0,2024-04,False
486,692,2024-09-28,Express,144.4,1,2024-09,True
