cohort,months_since_signup,revenue,margin,orders,cohort_size,revenue_per_customer,margin_per_customer,cum_revenue_per_customer,cum_margin_per_customer
2024-08,14,5597.58,-10.21000000000001,69,700,8.0,-0.01,762.53,31.49
2024-08,15,6075.84,-368.83000000000004,72,700,8.68,-0.53,771.21,30.96
2024-08,16,5933.97,-669.53,74,700,8.48,-0.96,779.69,30.0
2024-09,0,102540.94,6185.21,1320,732,140.08,8.45,140.08,8.45
2024-09,1,150077.75,4279.62,2019,732,205.02,5.85,345.1,14.3
2024-09,2,70124.28,2374.65,842,732,95.8,3.24,440.9,17.54
2024-09,3,67489.02,305.55000000000007,813,732,92.2,0.42,533.1,17.96
2024-09,4,47294.89,2184.29,552,732,64.61,2.98,597.71,20.94
2024-09,5,23173.06,174.12,292,732,31.66,0.24,629.37,21.18
2024-09,6,20179.18,697.77,263,732,27.57,0.95,656.94,22.13
2024-09,7,17444.6,-164.11,234,732,23.83,-0.22,680.77,21.91
2024-09,8,16722.71,-102.28000000000006,219,732,22.85,-0.14,703.62,21.77
2024-09,9,10879.54,-276.52,137,732,14.86,-0.38,718.48,21.39
2024-09,10,8962.05,-456.58,116,732,12.24,-0.62,730.72,20.77
2024-09,11,8297.48,24.679999999999986,105,732,11.34,0.03,742.06,20.8
2024-09,12,4744.3,-795.65,68,732,6.48,-1.09,748.54,19.71
2024-09,13,6819.59,-481.11,88,732,9.32,-0.66,757.86,19.05
2024-09,14,8301.94,330.78,93,732,11.34,0.45,769.2,19.5
2024-09,15,6749.15,-809.97,79,732,9.22,-1.11,778.42,18.39
2024-10,0,102174.75,3064.46,1376,719,142.11,4.26,142.11,4.26
2024-10,1,159663.48,5749.66,1917,719,222.06,8.0,364.17,12.26
2024-10,2,85430.13,1625.3,988,719,118.82,2.26,482.99,14.52
2024-10,3,60457.88,3988.22,688,719,84.09,5.55,567.08,20.07
2024-10,4,28095.04,387.00999999999993,375,719,39.08,0.54,606.16,20.61
2024-10,5,24061.38,-769.68,334,719,33.47,-1.07,639.63,19.54
2024-10,6,19820.73,-652.24,265,719,27.57,-0.91,667.2,18.63
2024-10,7,19665.56,-266.45,251,719,27.35,-0.37,694.55,18.26
2024-10,8,12936.92,-242.39000000000001,171,719,17.99,-0.34,712.54,17.92
2024-10,9,11981.72,-313.13000000000005,152,719,16.66,-0.44,729.2,17.48
2024-10,10,7938.89,-732.2,118,719,11.04,-1.02,740.24,16.46
2024-10,11,9468.1,-26.079999999999963,118,719,13.17,-0.04,753.41,16.42
2024-10,12,9578.88,324.17999999999995,105,719,13.32,0.45,766.73,16.87
2024-10,13,8783.14,-138.94000000000003,103,719,12.22,-0.19,778.95,16.68
2024-10,14,8416.62,-1018.73,102,719,11.71,-1.42,790.66,15.26
2024-11,0,128653.02,6867.76,1507,797,161.42,8.62,161.42,8.62
2024-11,1,205849.45,671.02,2387,797,258.28,0.84,419.7,9.46
2024-11,2,96140.17,4492.85,1101,797,120.63,5.64,540.33,15.1
2024-11,3,42373.84,-97.30999999999995,564,797,53.17,-0.12,593.5,14.98
2024-11,4,39350.28,644.84,512,797,49.37,0.81,642.87,15.79
2024-11,5,26499.46,-1090.9,360,797,33.25,-1.37,676.12,14.42
2024-11,6,25221.43,-451.96000000000004,340,797,31.65,-0.57,707.77,13.85
2024-11,7,16496.4,-694.51,225,797,20.7,-0.87,728.47,12.98
2024-11,8,16476.34,-322.83000000000004,207,797,20.67,-0.41,749.14,12.57
2024-11,9,12639.25,-483.82,172,797,15.86,-0.61,765.0,11.96
2024-11,10,10605.41,-979.49,143,797,13.31,-1.23,778.31,10.73
2024-11,11,12644.05,-134.07,164,797,15.86,-0.17,794.17,10.56
2024-11,12,13983.38,-373.92,165,797,17.55,-0.47,811.72,10.09
2024-11,13,11816.73,-1263.36,139,797,14.83,-1.59,826.55,8.5
2024-12,0,142429.86,-307.3600000000002,1670,829,171.81,-0.37,171.81,-0.37
2024-12,1,192405.93,11265.38,2251,829,232.09,13.59,403.9,13.22
2024-12,2,58193.88,1092.7,756,829,70.2,1.32,474.1,14.54
2024-12,3,49702.41,696.05,656,829,59.95,0.84,534.05,15.38
2024-12,4,40687.11,110.36000000000004,533,829,49.08,0.13,583.13,15.51
2024-12,5,31639.53,1000.6400000000001,409,829,38.17,1.21,621.3,16.72
2024-12,6,20932.22,-541.13,269,829,25.25,-0.65,646.55,16.07
2024-12,7,19910.63,-291.87,259,829,24.02,-0.35,670.57,15.72
2024-12,8,15065.0,-430.17999999999995,192,829,18.17,-0.52,688.74,15.2
2024-12,9,13974.27,-609.1999999999999,188,829,16.86,-0.73,705.6,14.47
2024-12,10,12786.59,-404.04,167,829,15.42,-0.49,721.02,13.98
2024-12,11,11850.82,-430.78,139,829,14.3,-0.52,735.32,13.46
2024-12,12,10849.72,-1766.22,141,829,13.09,-2.13,748.41,11.33
2025-01,0,182182.65,9550.37,2089,912,199.76,10.47,199.76,10.47
2025-01,1,157393.61,3059.0299999999997,2046,912,172.58,3.35,372.34,13.82
2025-01,2,98349.01,764.8800000000001,1268,912,107.84,0.84,480.18,14.66
2025-01,3,69791.32,-619.02,940,912,76.53,-0.68,556.71,13.98
2025-01,4,57681.09,368.6699999999999,760,912,63.25,0.4,619.96,14.38
2025-01,5,36886.01,-361.53,470,912,40.45,-0.4,660.41,13.98
2025-01,6,32170.26,-279.23,413,912,35.27,-0.31,695.68,13.67
2025-01,7,26510.54,87.89999999999999,327,912,29.07,0.1,724.75,13.77
2025-01,8,24937.58,-1416.78,326,912,27.34,-1.55,752.09,12.22
2025-01,9,18136.74,-987.74,249,912,19.89,-1.08,771.98,11.14
2025-01,10,22677.18,-418.26,249,912,24.87,-0.46,796.85,10.68
2025-01,11,25006.94,-347.23,273,912,27.42,-0.38,824.27,10.3
2025-02,0,131246.51,2088.6800000000003,1703,818,160.45,2.55,160.45,2.55
2025-02,1,171160.27,-621.1300000000001,2309,818,209.24,-0.76,369.69,1.79
2025-02,2,81187.58,18.329999999999988,1064,818,99.25,0.02,468.94,1.81
2025-02,3,64058.3,-1118.28,835,818,78.31,-1.37,547.25,0.44
2025-02,4,39553.14,-1405.6599999999999,536,818,48.35,-1.72,595.6,-1.28
2025-02,5,30652.41,-898.4000000000001,397,818,37.47,-1.1,633.07,-2.38
2025-02,6,26223.07,-873.66,330,818,32.06,-1.07,665.13,-3.45
2025-02,7,21618.32,-1076.82,293,818,26.43,-1.32,691.56,-4.77
2025-02,8,21939.69,-465.92,278,818,26.82,-0.57,718.38,-5.34
2025-02,9,16905.58,-970.6899999999999,206,818,20.67,-1.19,739.05,-6.53
2025-02,10,15817.07,-2503.77,199,818,19.34,-3.06,758.39,-9.59
2025-03,0,134746.39,-861.11,1815,939,143.5,-0.92,143.5,-0.92
2025-03,1,207668.28,66.99999999999983,2732,939,221.16,0.07,364.66,-0.85
2025-03,2,94682.87,-321.0,1226,939,100.83,-0.34,465.49,-1.19
2025-03,3,59847.06,-1149.54,789,939,63.73,-1.22,529.22,-2.41
2025-03,4,46439.47,-913.64,606,939,49.46,-0.97,578.68,-3.38
2025-03,5,38614.65,-1795.74,527,939,41.12,-1.91,619.8,-5.29
2025-03,6,31487.33,-1795.8,431,939,33.53,-1.91,653.33,-7.2
2025-03,7,32252.18,-1360.75,418,939,34.35,-1.45,687.68,-8.65
2025-03,8,27201.47,-570.16,316,939,28.97,-0.61,716.65,-9.26
2025-03,9,25628.65,-3144.47,310,939,27.29,-3.35,743.94,-12.61
2025-04,0,141015.53,-1226.38,1906,922,152.95,-1.33,152.95,-1.33
2025-04,1,205923.5,-2372.89,2715,922,223.34,-2.57,376.29,-3.9
2025-04,2,80104.68,-1876.47,1060,922,86.88,-2.04,463.17,-5.94
2025-04,3,61578.7,-1256.72,806,922,66.79,-1.36,529.96,-7.3
2025-04,4,47559.21,-2038.05,641,922,51.58,-2.21,581.54,-9.51
2025-04,5,36076.12,-3917.01,516,922,39.13,-4.25,620.67,-13.76
2025-04,6,39866.13,-1328.66,502,922,43.24,-1.44,663.91,-15.2
2025-04,7,39965.55,551.37,467,922,43.35,0.6,707.26,-14.6
2025-04,8,37932.58,-2545.15,418,922,41.14,-2.76,748.4,-17.36
2025-05,0,187434.85,-6233.26,2494,1010,185.58,-6.17,185.58,-6.17
2025-05,1,226799.84,-8152.59,3004,1010,224.55,-8.07,410.13,-14.24
2025-05,2,102153.06999999999,-2726.21,1332,1010,101.14,-2.7,511.27,-16.94
2025-05,3,80059.17,-1132.9199999999998,1010,1010,79.27,-1.12,590.54,-18.06
2025-05,4,67419.4,-925.34,863,1010,66.75,-0.92,657.29,-18.98
2025-05,5,53861.9,-3005.79,713,1010,53.33,-2.98,710.62,-21.96
2025-05,6,55044.76,-800.95,637,1010,54.5,-0.79,765.12,-22.75
2025-05,7,53988.47,-3809.07,602,1010,53.45,-3.77,818.57,-26.52
2025-06,0,158393.61,-605.91,2047,932,169.95,-0.65,169.95,-0.65
2025-06,1,226007.36,-6467.99,2943,932,242.5,-6.94,412.45,-7.59
2025-06,2,91031.86,-2671.48,1187,932,97.67,-2.87,510.12,-10.46
2025-06,3,78430.85,-5177.87,1071,932,84.15,-5.56,594.27,-16.02
2025-06,4,67748.92,-3069.83,871,932,72.69,-3.29,666.96,-19.31
2025-06,5,65849.24,933.02,732,932,70.65,1.0,737.61,-18.31
2025-06,6,62242.85,-4122.47,702,932,66.78,-4.42,804.39,-22.73
2025-07,0,164306.82,-3938.25,2129,1067,153.99,-3.69,153.99,-3.69
2025-07,1,228151.43,-9522.45,3057,1067,213.83,-8.92,367.82,-12.61
2025-07,2,120377.3,-5144.16,1573,1067,112.82,-4.82,480.64,-17.43
2025-07,3,91822.03,-5081.0,1234,1067,86.06,-4.76,566.7,-22.19
2025-07,4,96377.43,-1199.92,1098,1067,90.33,-1.12,657.03,-23.31
2025-07,5,84797.29,-7627.73,986,1067,79.47,-7.15,736.5,-30.46
2025-08,0,171871.71,-7891.87,2284,1047,164.16,-7.54,164.16,-7.54
2025-08,1,259816.79,-12124.54,3421,1047,248.15,-11.58,412.31,-19.12
2025-08,2,147751.83,-6689.32,1915,1047,141.12,-6.39,553.43,-25.51
2025-08,3,133589.05,-1853.77,1540,1047,127.59,-1.77,681.02,-27.28
2025-08,4,124794.97,-8307.06,1447,1047,119.19,-7.93,800.21,-35.21
2025-09,0,178540.13,-7906.09,2353,1047,170.53,-7.55,170.53,-7.55
2025-09,1,294550.01,-18397.46,3869,1047,281.33,-17.57,451.86,-25.12
2025-09,2,198261.37,-3468.16,2286,1047,189.36,-3.31,641.22,-28.43
2025-09,3,181916.41,-13736.87,2103,1047,173.75,-13.12,814.97,-41.55
2025-10,0,228582.32,-13888.63,3012,1139,200.69,-12.19,200.69,-12.19
2025-10,1,429799.13,-9032.28,5002,1139,377.35,-7.93,578.04,-20.12
2025-10,2,317062.64,-22011.64,3618,1139,278.37,-19.33,856.41,-39.45
2025-11,0,327625.78,-9263.54,3793,1118,293.05,-8.29,293.05,-8.29
2025-11,1,660616.85,-45880.68,7644,1118,590.89,-41.04,883.94,-49.33
2025-12,0,1037144.26,-79931.95,12018,1207,859.27,-66.22,859.27,-66.22
