customer_id,total_support_cost,total_margin,orders,avg_order_value,acquisition_channel,region,is_power_user,is_profitable_customer,support_to_margin_ratio
531,549.09,193.82,41,93.94,Paid Search,East,1,True,2.83
542,248.83,-229.28,12,91.51,Paid Search,South,0,False,248.83
543,277.76,-116.68,6,111.7,Social,West,0,False,277.76
544,740.15,-290.22,51,79.97,Paid Search,East,1,False,740.15
553,239.03,-313.85,8,93.74,Paid Search,North,0,False,239.03
565,562.0,60.88,42,83.1,Organic,South,1,True,9.23
568,370.53,-72.37,30,99.88,Paid Search,East,1,False,370.53
585,515.58,-17.9,48,84.05,Organic,South,1,False,515.58
587,253.93,-50.35,14,81.81,Paid Search,South,0,False,253.93
594,957.45,-7.07,57,87.53,Organic,West,1,False,957.45
626,417.29,-235.95,12,102.94,Paid Search,West,0,False,417.29
638,477.42,226.45,39,84.28,Paid Search,East,1,True,2.11
642,300.85,27.7,14,93.82,Paid Search,South,0,True,10.86
660,782.61,-616.08,48,82.07,Paid Search,West,1,False,782.61
662,271.55,-18.72,17,94.42,Organic,East,0,False,271.55
666,696.07,-416.09,38,93.19,Referral,East,1,False,696.07
669,289.26,-12.56,14,90.22,Organic,North,0,False,289.26
675,411.26,434.7,46,84.17,Referral,North,1,True,0.95
683,283.69,-281.96,9,66.21,Organic,South,0,False,283.69
692,295.13,-23.42,12,91.76,Social,East,0,False,295.13
694,797.27,54.24,55,85.46,Social,South,1,True,14.7
708,523.53,1.45,48,87.63,Paid Search,West,1,True,361.06
727,277.64,-46.44,15,62.29,Referral,East,0,False,277.64
741,666.12,-238.62,40,76.29,Referral,West,1,False,666.12
776,329.96,-246.77,7,63.49,Social,South,0,False,329.96
786,769.03,-354.92,43,102.66,Paid Search,North,1,False,769.03
788,733.29,248.85,67,84.96,Referral,North,1,True,2.95
798,407.9,92.54,41,81.52,Paid Search,East,1,True,4.41
805,471.54,66.09,43,88.55,Organic,South,1,True,7.13
811,237.06,-86.97,13,94.9,Organic,West,0,False,237.06
815,789.54,-630.94,59,85.71,Paid Search,North,1,False,789.54
842,438.99,-84.26,38,96.45,Referral,East,1,False,438.99
850,293.31,-230.21,9,72.81,Paid Search,West,0,False,293.31
853,346.25,-223.67,16,86.42,Paid Search,East,0,False,346.25
862,506.09,379.26,47,86.58,Paid Search,North,1,True,1.33
864,729.68,-142.65,47,77.22,Social,North,1,False,729.68
867,409.21,95.91,42,83.38,Referral,West,1,True,4.27
887,748.43,-304.43,43,76.37,Social,West,1,False,748.43
888,584.39,506.82,46,90.44,Paid Search,South,1,True,1.15
898,258.48,-221.81,9,72.5,Paid Search,West,0,False,258.48
907,463.3,266.78,49,82.3,Referral,West,1,True,1.74
908,260.23,-75.89,13,87.58,Organic,North,0,False,260.23
921,244.6,-109.95,12,84.56,Social,South,0,False,244.6
937,598.29,163.57,47,75.58,Paid Search,South,1,True,3.66
938,237.49,9.7,12,89.37,Paid Search,West,0,True,24.48
945,504.36,586.52,51,90.36,Organic,West,1,True,0.86
979,238.95,38.65,13,76.78,Paid Search,West,0,True,6.18
981,688.75,-673.27,50,87.67,Social,East,1,False,688.75
990,541.67,-139.35,40,77.63,Organic,South,1,False,541.67
1014,312.23,-191.26,12,106.22,Paid Search,South,0,False,312.23
1024,255.7,-184.52,11,62.35,Paid Search,South,0,False,255.7
1026,1009.24,-407.47,56,79.03,Referral,North,1,False,1009.24
1033,255.74,-122.71,16,65.8,Paid Search,South,0,False,255.74
1043,243.88,-114.8,9,92.02,Social,North,0,False,243.88
1050,234.8,36.54,13,71.91,Paid Search,North,0,True,6.43
1053,812.41,-137.81,46,104.12,Organic,West,1,False,812.41
1062,299.99,-133.18,12,106.13,Organic,East,0,False,299.99
1063,634.91,111.05,47,87.9,Paid Search,East,1,True,5.72
1064,488.69,68.63,45,77.59,Paid Search,North,1,True,7.12
1073,965.62,-164.26,56,79.47,Paid Search,East,1,False,965.62
1083,802.46,-80.26,58,74.73,Paid Search,East,1,False,802.46
1091,784.77,-121.65,51,86.71,Organic,South,1,False,784.77
1102,271.82,-161.02,14,93.35,Paid Search,East,0,False,271.82
1106,276.91,-2.49,13,84.41,Paid Search,East,0,False,276.91
1116,236.24,-215.62,10,89.23,Paid Search,South,0,False,236.24
1120,493.96,280.31,44,85.31,Organic,West,1,True,1.76
1131,727.42,-284.87,45,85.42,Social,East,1,False,727.42
1176,758.57,43.67,60,88.58,Organic,East,1,True,17.37
1180,996.68,-171.95,56,77.79,Paid Search,South,1,False,996.68
1200,477.61,285.31,46,87.89,Paid Search,West,1,True,1.67
1207,234.02,-289.7,10,96.51,Organic,South,0,False,234.02
1213,233.73,-67.74,15,89.84,Organic,North,0,False,233.73
1235,638.14,-176.87,48,69.83,Organic,North,1,False,638.14
1243,360.97,-277.33,17,86.43,Paid Search,North,0,False,360.97
1245,260.54,-287.11,9,80.73,Organic,North,0,False,260.54
1255,990.44,-375.53,61,90.59,Paid Search,East,1,False,990.44
1257,625.94,170.75,40,88.5,Paid Search,East,1,True,3.67
1269,545.66,-123.08,48,75.1,Social,East,1,False,545.66
1270,244.3,13.09,11,102.39,Organic,East,0,True,18.66
1281,238.5,-78.75,13,82.63,Paid Search,North,0,False,238.5
1288,555.24,22.98,32,92.36,Paid Search,West,1,True,24.16
1304,696.44,-58.54,49,82.55,Referral,West,1,False,696.44
1307,799.99,-719.46,44,82.58,Paid Search,South,1,False,799.99
1325,230.88,-158.85,8,85.07,Organic,North,0,False,230.88
1335,591.37,23.21,48,92.15,Organic,North,1,True,25.48
1370,241.67,67.78,12,104.89,Paid Search,West,0,True,3.57
1391,327.82,16.81,17,93.1,Organic,East,0,True,19.5
1416,804.69,-707.54,51,89.0,Paid Search,East,1,False,804.69
1436,595.9,562.49,48,81.88,Paid Search,South,1,True,1.06
1438,566.04,106.6,41,78.19,Referral,East,1,True,5.31
1445,278.84,-345.05,14,81.63,Organic,East,0,False,278.84
1452,308.88,-279.39,9,97.14,Organic,South,0,False,308.88
1456,332.83,-328.46,14,77.14,Paid Search,East,0,False,332.83
1475,768.64,409.66,54,87.3,Organic,North,1,True,1.88
1490,240.59,-252.43,8,83.64,Paid Search,East,0,False,240.59
1496,773.02,302.51,59,86.88,Organic,South,1,True,2.56
1498,400.21,-164.76,15,69.95,Social,West,0,False,400.21
1523,658.91,-10.08,43,91.29,Paid Search,East,1,False,658.91
1542,683.35,583.08,50,89.35,Organic,West,1,True,1.17
1555,233.92,77.75,15,87.86,Paid Search,North,0,True,3.01
1560,773.8,-111.15,54,90.27,Paid Search,North,1,False,773.8
1580,285.72,-223.23,8,61.56,Paid Search,West,0,False,285.72
1618,267.79,-102.65,13,79.95,Paid Search,South,0,False,267.79
1622,673.81,22.69,52,80.85,Paid Search,South,1,True,29.7
1626,301.92,-196.04,15,90.97,Paid Search,East,0,False,301.92
1632,252.35,-23.19,6,123.92,Organic,South,0,False,252.35
1635,530.03,-13.32,47,109.29,Paid Search,South,1,False,530.03
1650,233.55,-102.21,12,79.04,Organic,South,0,False,233.55
1652,278.77,10.71,17,85.91,Organic,West,0,True,26.03
1659,545.4,592.46,55,101.14,Social,North,1,True,0.92
1674,289.96,-132.03,10,89.62,Organic,North,0,False,289.96
1677,240.59,89.22,14,80.25,Paid Search,North,0,True,2.7
1682,281.61,-169.28,8,89.51,Referral,South,0,False,281.61
1684,471.64,-584.27,15,81.58,Paid Search,South,0,False,471.64
1706,640.3,384.44,49,92.07,Referral,North,1,True,1.67
1707,632.08,-110.53,47,78.23,Social,North,1,False,632.08
1709,594.78,94.51,56,82.03,Organic,West,1,True,6.29
1711,277.38,-64.75,16,66.3,Referral,North,0,False,277.38
1724,397.0,506.98,43,74.93,Referral,South,1,True,0.78
1746,271.05,-77.14,15,68.45,Social,South,0,False,271.05
1750,396.82,-58.35,36,73.64,Paid Search,East,1,False,396.82
1759,232.19,-42.56,12,85.92,Paid Search,South,0,False,232.19
1764,249.7,-30.61,10,120.12,Paid Search,North,0,False,249.7
1773,262.91,-62.66,12,94.69,Organic,East,0,False,262.91
1788,252.31,-150.32,13,97.96,Organic,South,0,False,252.31
1800,793.33,447.82,58,87.32,Paid Search,North,1,True,1.77
1806,266.37,4.73,12,92.07,Paid Search,West,0,True,56.32
1812,240.4,38.46,16,102.93,Paid Search,West,0,True,6.25
1813,250.64,-109.48,11,81.61,Paid Search,North,0,False,250.64
1822,588.32,-132.73,41,80.98,Referral,East,1,False,588.32
1861,681.57,-147.12,38,82.2,Organic,East,1,False,681.57
1877,581.72,34.17,45,90.36,Organic,North,1,True,17.02
1882,246.03,-69.15,15,73.11,Organic,South,0,False,246.03
1888,767.92,365.39,51,97.18,Organic,North,1,True,2.1
1901,284.64,-286.64,9,76.17,Organic,West,0,False,284.64
1913,234.47,-253.76,11,110.11,Referral,South,0,False,234.47
1939,631.1,-281.36,42,82.76,Organic,South,1,False,631.1
1942,486.62,300.52,35,97.14,Referral,North,1,True,1.62
1945,719.7,-68.62,54,83.43,Organic,East,1,False,719.7
1949,640.97,412.23,58,96.61,Organic,South,1,True,1.55
1950,804.09,-309.34,43,79.87,Organic,North,1,False,804.09
1955,255.94,-112.11,10,100.97,Organic,North,0,False,255.94
1983,423.73,329.14,44,76.72,Organic,North,1,True,1.29
2002,523.52,-74.67,41,79.8,Paid Search,East,1,False,523.52
2018,379.76,-118.85,11,99.23,Paid Search,South,0,False,379.76
2034,301.59,-152.4,13,89.85,Social,South,0,False,301.59
2040,251.91,-33.74,8,95.64,Organic,South,0,False,251.91
2041,1138.51,-456.38,54,82.54,Organic,East,1,False,1138.51
2050,607.52,543.63,46,96.72,Paid Search,South,1,True,1.12
2053,588.25,-8.53,39,66.24,Organic,North,1,False,588.25
2056,702.56,-455.91,45,90.42,Paid Search,East,1,False,702.56
2065,775.92,151.07,50,71.99,Organic,South,1,True,5.14
2069,464.51,319.74,44,84.05,Social,East,1,True,1.45
2072,261.85,-76.06,9,83.18,Referral,East,0,False,261.85
2074,236.82,-405.26,8,75.41,Paid Search,East,0,False,236.82
2075,864.96,-670.99,55,91.22,Referral,East,1,False,864.96
2079,238.47,-0.54,10,104.52,Referral,South,0,False,238.47
2113,704.71,-134.96,40,89.67,Paid Search,East,1,False,704.71
2123,351.34,-141.49,14,101.78,Social,North,0,False,351.34
2129,508.37,339.47,48,104.75,Organic,South,1,True,1.5
2130,407.69,-226.99,13,93.95,Paid Search,North,0,False,407.69
2137,270.83,-17.86,16,65.72,Paid Search,North,0,False,270.83
2145,563.48,378.97,51,94.03,Social,North,1,True,1.49
2153,366.85,-268.38,12,84.64,Social,South,0,False,366.85
2193,688.25,-384.7,41,93.34,Paid Search,North,1,False,688.25
2208,688.14,-428.16,55,95.3,Paid Search,West,1,False,688.14
2210,1186.55,-807.49,56,89.81,Organic,East,1,False,1186.55
2216,234.77,-259.3,11,104.21,Social,South,0,False,234.77
2221,272.89,201.92,16,104.79,Paid Search,East,0,True,1.35
2224,256.81,-6.9,10,101.81,Organic,South,0,False,256.81
2227,370.49,-263.17,9,93.72,Referral,East,0,False,370.49
2234,253.77,-79.23,10,102.81,Referral,North,0,False,253.77
2238,261.14,-98.26,8,86.9,Social,North,0,False,261.14
2247,561.42,336.94,53,79.92,Organic,South,1,True,1.67
2249,670.58,-43.67,53,76.79,Referral,South,1,False,670.58
2256,928.38,-277.35,54,87.37,Paid Search,North,1,False,928.38
2264,287.85,-165.8,10,66.69,Paid Search,West,0,False,287.85
2267,273.21,-126.01,10,73.85,Organic,East,0,False,273.21
2271,1021.76,36.46,59,77.74,Social,South,1,True,28.02
2272,698.81,454.1,48,95.62,Organic,West,1,True,1.54
2273,860.48,-141.64,53,84.43,Organic,West,1,False,860.48
2288,309.94,-202.12,12,77.44,Organic,South,0,False,309.94
2308,908.81,-514.78,52,82.79,Paid Search,North,1,False,908.81
2313,536.57,148.33,53,77.63,Paid Search,South,1,True,3.62
2334,317.07,-316.12,12,73.28,Referral,South,0,False,317.07
2341,593.59,-162.76,42,81.25,Paid Search,West,1,False,593.59
2376,654.17,355.88,52,84.78,Referral,South,1,True,1.84
2388,546.59,116.84,55,88.26,Paid Search,West,1,True,4.68
2390,327.23,-188.95,14,69.06,Paid Search,East,0,False,327.23
2419,284.62,53.54,14,86.4,Organic,East,0,True,5.32
2445,251.15,-31.48,9,90.9,Social,West,0,False,251.15
2447,327.5,-126.23,10,85.64,Paid Search,East,0,False,327.5
2449,356.33,-16.14,38,73.41,Social,East,1,False,356.33
2452,274.14,-133.41,12,79.38,Paid Search,East,0,False,274.14
2472,253.28,-303.5,13,102.41,Referral,North,0,False,253.28
2481,523.33,31.85,37,81.76,Organic,South,1,True,16.43
2482,788.39,-141.75,56,88.57,Paid Search,North,1,False,788.39
2489,668.27,-230.88,46,78.86,Referral,South,1,False,668.27
2502,941.24,-530.42,48,84.64,Paid Search,West,1,False,941.24
2532,704.0,-334.82,52,86.22,Organic,West,1,False,704.0
2538,535.82,363.03,47,72.72,Organic,South,1,True,1.48
2539,635.88,200.04,59,88.32,Social,West,1,True,3.18
2554,232.97,-291.74,9,81.2,Organic,South,0,False,232.97
2556,567.57,-4.99,45,85.59,Organic,West,1,False,567.57
2577,252.64,49.29,15,95.74,Paid Search,South,0,True,5.13
2590,291.87,-173.18,8,98.74,Social,North,0,False,291.87
2608,410.12,186.42,40,85.05,Social,North,1,True,2.2
2620,243.01,-57.93,13,69.75,Paid Search,South,0,False,243.01
2622,360.35,-232.43,16,82.42,Social,North,0,False,360.35
2623,264.61,-392.48,8,75.2,Paid Search,East,0,False,264.61
2624,796.54,-480.68,51,91.93,Paid Search,West,1,False,796.54
2626,289.15,55.38,13,108.53,Organic,South,0,True,5.22
2658,728.47,-219.78,52,83.18,Paid Search,North,1,False,728.47
2665,267.44,-329.53,8,85.09,Referral,South,0,False,267.44
2670,292.78,-63.63,10,90.08,Paid Search,West,0,False,292.78
2705,646.06,66.74,48,97.13,Referral,North,1,True,9.68
2724,544.69,-89.79,39,76.8,Paid Search,South,1,False,544.69
2735,1009.61,-407.67,45,88.59,Organic,South,1,False,1009.61
2737,301.71,-21.31,10,122.1,Organic,West,0,False,301.71
2740,255.86,24.25,11,93.07,Referral,West,0,True,10.55
2757,370.01,133.23,35,77.09,Referral,South,1,True,2.78
2758,234.24,-32.39,14,89.94,Social,East,0,False,234.24
2769,751.96,-226.54,46,86.33,Organic,West,1,False,751.96
2778,643.22,-77.35,40,81.59,Paid Search,West,1,False,643.22
2780,633.93,231.46,55,84.59,Organic,North,1,True,2.74
2785,536.44,-202.2,38,77.62,Paid Search,South,1,False,536.44
2799,262.62,-279.45,13,90.36,Referral,South,0,False,262.62
2835,528.9,133.36,43,85.68,Paid Search,South,1,True,3.97
2843,369.92,-163.45,12,92.35,Organic,South,0,False,369.92
2848,237.5,-606.59,12,108.48,Paid Search,North,0,False,237.5
2852,243.72,-67.93,13,73.29,Paid Search,East,0,False,243.72
2854,280.39,-129.68,16,71.94,Organic,East,0,False,280.39
2855,361.31,68.0,19,83.52,Paid Search,East,0,True,5.31
2922,237.61,-106.97,7,109.42,Referral,East,0,False,237.61
2935,534.77,93.68,41,81.38,Organic,North,1,True,5.71
2937,302.44,-25.01,14,100.51,Paid Search,West,0,False,302.44
2938,302.07,-263.55,13,69.25,Referral,East,0,False,302.07
2974,714.26,-56.7,57,80.29,Organic,East,1,False,714.26
2990,1157.57,-789.09,50,77.37,Referral,South,1,False,1157.57
2992,686.42,-225.81,48,74.87,Organic,South,1,False,686.42
2994,267.9,-78.43,15,80.92,Paid Search,East,0,False,267.9
3004,821.31,-125.75,53,91.4,Organic,East,1,False,821.31
3006,664.59,-63.96,40,89.55,Paid Search,East,1,False,664.59
3014,712.96,-238.96,49,72.57,Referral,West,1,False,712.96
3019,249.12,15.47,11,71.05,Paid Search,South,0,True,16.1
3023,259.5,-240.75,13,53.48,Paid Search,South,0,False,259.5
3025,449.43,890.11,49,96.11,Paid Search,South,1,True,0.5
3031,876.72,455.02,66,79.82,Paid Search,South,1,True,1.93
3050,279.62,19.19,17,86.93,Social,North,0,True,14.57
3055,886.54,188.4,62,84.18,Paid Search,West,1,True,4.71
3060,751.83,-520.52,44,88.52,Paid Search,North,1,False,751.83
3065,880.28,-43.62,62,94.79,Paid Search,South,1,False,880.28
3073,332.09,-113.0,11,123.57,Paid Search,South,0,False,332.09
3076,235.55,-71.75,10,91.91,Organic,West,0,False,235.55
3087,253.18,12.92,11,89.68,Paid Search,South,0,True,19.6
3088,444.21,247.72,37,79.32,Paid Search,East,1,True,1.79
3091,575.16,-177.62,45,81.44,Organic,West,1,False,575.16
3093,615.59,314.26,59,89.19,Organic,East,1,True,1.96
3094,743.33,-299.35,58,74.45,Social,West,1,False,743.33
3097,760.03,-272.18,53,87.57,Paid Search,South,1,False,760.03
3109,407.88,115.55,39,87.61,Organic,South,1,True,3.53
3117,299.58,-153.22,13,73.04,Organic,West,0,False,299.58
3144,722.52,-414.03,53,77.09,Referral,North,1,False,722.52
3164,544.78,378.51,46,86.88,Organic,South,1,True,1.44
3189,243.42,-149.34,9,103.95,Paid Search,West,0,False,243.42
3193,599.34,-376.69,32,92.38,Paid Search,North,1,False,599.34
3196,686.72,-89.31,48,70.58,Paid Search,West,1,False,686.72
3197,261.07,-167.14,11,91.04,Paid Search,South,0,False,261.07
3199,279.94,-89.69,16,65.96,Organic,West,0,False,279.94
3204,773.88,-555.58,45,80.47,Paid Search,North,1,False,773.88
3214,256.49,-33.74,12,83.72,Paid Search,West,0,False,256.49
3224,689.73,350.94,46,79.84,Paid Search,South,1,True,1.97
3246,602.76,-90.49,41,81.37,Social,West,1,False,602.76
3249,236.44,-85.07,11,81.09,Social,North,0,False,236.44
3269,267.21,-101.28,11,84.24,Organic,East,0,False,267.21
3277,279.68,-184.02,11,91.63,Paid Search,South,0,False,279.68
3281,233.18,-84.82,13,72.0,Paid Search,West,0,False,233.18
3288,533.11,-38.15,44,88.8,Organic,South,1,False,533.11
3290,270.13,-42.32,14,77.14,Paid Search,East,0,False,270.13
3316,239.56,-254.07,9,88.47,Social,North,0,False,239.56
3322,585.28,-83.96,48,79.7,Paid Search,West,1,False,585.28
3354,248.25,-172.63,8,71.3,Paid Search,West,0,False,248.25
3363,477.82,327.72,44,82.76,Paid Search,North,1,True,1.46
3371,552.97,25.24,43,82.79,Paid Search,West,1,True,21.91
3378,233.47,-9.38,14,93.4,Referral,South,0,False,233.47
3393,255.17,79.57,16,109.71,Organic,West,0,True,3.21
3395,690.4,-107.76,55,103.52,Referral,West,1,False,690.4
3396,242.15,-114.38,7,99.09,Paid Search,East,0,False,242.15
3401,647.14,520.91,50,87.8,Organic,South,1,True,1.24
3418,236.56,-67.33,14,106.59,Social,North,0,False,236.56
3425,231.9,-284.23,10,76.55,Referral,West,0,False,231.9
3436,576.66,-87.69,38,85.54,Organic,West,1,False,576.66
3464,490.81,-5.59,47,79.48,Paid Search,North,1,False,490.81
3471,551.33,354.02,41,72.73,Organic,East,1,True,1.56
3513,258.75,-167.43,8,76.81,Organic,South,0,False,258.75
3519,487.9,26.61,38,75.89,Organic,North,1,True,18.34
3529,348.83,-170.33,10,85.8,Paid Search,West,0,False,348.83
3554,283.54,-10.14,11,98.95,Paid Search,West,0,False,283.54
3559,236.5,38.02,13,64.72,Paid Search,West,0,True,6.22
3563,344.09,78.95,14,102.73,Paid Search,West,0,True,4.36
3584,248.22,-204.42,8,82.07,Paid Search,East,0,False,248.22
3618,507.13,123.91,48,91.26,Organic,North,1,True,4.09
3624,302.59,-157.92,11,102.2,Paid Search,South,0,False,302.59
3633,598.95,-72.42,47,71.95,Organic,North,1,False,598.95
3648,383.07,-309.47,15,83.12,Paid Search,West,0,False,383.07
3666,657.73,101.79,50,83.74,Referral,South,1,True,6.46
3669,563.52,271.42,47,76.51,Paid Search,East,1,True,2.08
3687,372.37,-201.35,12,94.64,Paid Search,South,0,False,372.37
3697,320.58,-188.46,6,89.21,Referral,South,0,False,320.58
3702,232.01,-76.49,11,82.95,Paid Search,East,0,False,232.01
3726,299.18,-141.89,10,85.59,Organic,South,0,False,299.18
3750,368.66,-253.0,10,85.43,Organic,South,0,False,368.66
3754,418.84,-257.61,47,74.29,Organic,South,1,False,418.84
3785,645.29,-250.01,56,80.2,Paid Search,West,1,False,645.29
3791,277.59,-128.62,11,88.67,Paid Search,West,0,False,277.59
3799,682.79,-197.68,48,81.23,Referral,North,1,False,682.79
3802,276.77,-153.17,10,86.24,Paid Search,North,0,False,276.77
3803,488.56,-210.87,41,91.86,Paid Search,North,1,False,488.56
3814,275.75,-115.46,8,82.31,Referral,West,0,False,275.75
3822,238.71,-102.18,11,81.54,Organic,East,0,False,238.71
3828,274.46,-148.48,12,68.64,Organic,West,0,False,274.46
3837,234.51,-44.5,15,75.01,Paid Search,South,0,False,234.51
3861,858.72,-366.11,54,91.01,Paid Search,South,1,False,858.72
3864,596.97,210.02,54,84.7,Paid Search,South,1,True,2.84
3871,601.62,-9.66,53,91.94,Paid Search,South,1,False,601.62
3872,526.69,110.43,44,82.42,Referral,West,1,True,4.77
3882,243.07,-29.11,8,109.96,Organic,North,0,False,243.07
3896,326.33,-392.79,9,75.46,Paid Search,East,0,False,326.33
3908,263.79,-96.57,13,66.46,Organic,North,0,False,263.79
3910,282.64,-63.71,12,80.69,Organic,North,0,False,282.64
3919,246.48,-51.5,12,74.9,Paid Search,West,0,False,246.48
3925,938.7,-303.41,49,96.74,Organic,West,1,False,938.7
3929,722.31,-250.47,48,76.96,Paid Search,East,1,False,722.31
3948,535.64,-427.17,46,81.62,Referral,South,1,False,535.64
3953,654.78,51.02,39,91.43,Organic,North,1,True,12.83
3956,717.95,88.06,49,95.57,Organic,West,1,True,8.15
3957,554.96,-174.52,39,89.05,Organic,North,1,False,554.96
3962,247.75,-28.97,14,81.05,Paid Search,East,0,False,247.75
3978,511.25,-6.45,45,78.94,Social,North,1,False,511.25
3980,767.09,-409.73,53,83.75,Referral,North,1,False,767.09
3994,232.73,153.62,12,90.98,Social,East,0,True,1.51
3999,240.45,-161.88,7,60.47,Paid Search,North,0,False,240.45
4014,523.94,155.95,42,79.68,Organic,South,1,True,3.36
4026,299.51,-28.0,13,110.39,Organic,West,0,False,299.51
4035,264.2,43.84,14,83.29,Paid Search,West,0,True,6.03
4037,249.39,45.29,11,96.57,Paid Search,East,0,True,5.51
4044,591.82,-251.71,55,80.76,Organic,North,1,False,591.82
4055,315.7,-45.6,12,99.54,Paid Search,North,0,False,315.7
4057,615.1,-127.59,39,100.7,Organic,West,1,False,615.1
4083,277.11,-136.03,16,89.26,Paid Search,South,0,False,277.11
4085,275.68,-78.51,10,84.39,Social,East,0,False,275.68
4089,243.56,-227.03,9,88.33,Paid Search,East,0,False,243.56
4099,474.34,262.28,41,84.56,Paid Search,West,1,True,1.81
4107,257.17,-108.6,13,106.79,Referral,South,0,False,257.17
4109,646.61,-481.34,46,94.16,Paid Search,East,1,False,646.61
4110,1053.9,-285.77,48,80.66,Organic,South,1,False,1053.9
4119,763.17,-94.24,55,76.99,Social,South,1,False,763.17
4140,261.63,-133.88,10,74.38,Organic,South,0,False,261.63
4145,263.35,-170.05,6,93.74,Paid Search,East,0,False,263.35
4158,234.17,-60.86,14,82.06,Paid Search,West,0,False,234.17
4183,244.24,-56.53,12,93.66,Paid Search,East,0,False,244.24
4197,639.56,562.01,47,84.06,Organic,East,1,True,1.14
4202,511.43,647.37,55,85.57,Paid Search,East,1,True,0.79
4211,253.75,-97.04,11,93.71,Organic,North,0,False,253.75
4218,336.87,-287.27,18,78.28,Paid Search,South,0,False,336.87
4219,315.93,-201.98,11,78.98,Referral,North,0,False,315.93
4223,368.85,-259.92,9,92.01,Paid Search,West,0,False,368.85
4224,950.82,-325.75,59,88.58,Referral,West,1,False,950.82
4228,606.67,-36.19,46,79.76,Organic,South,1,False,606.67
4230,715.73,25.66,50,80.61,Paid Search,South,1,True,27.89
4237,736.65,-139.61,56,80.86,Referral,South,1,False,736.65
4257,269.03,-145.44,11,124.96,Organic,North,0,False,269.03
4305,692.34,-215.54,42,94.44,Organic,North,1,False,692.34
4314,520.3,112.43,46,89.78,Paid Search,East,1,True,4.63
4336,875.24,213.2,52,75.62,Organic,East,1,True,4.11
4345,837.34,-310.9,57,87.8,Organic,North,1,False,837.34
4347,840.45,-188.5,55,88.09,Social,North,1,False,840.45
4349,962.4,-863.83,63,81.06,Organic,West,1,False,962.4
4350,496.54,-71.35,44,84.59,Organic,East,1,False,496.54
4351,481.75,-60.34,42,73.35,Paid Search,South,1,False,481.75
4352,266.09,-166.82,9,64.72,Paid Search,East,0,False,266.09
