order_id,customer_id,order_date,service_type,order_value,refund_flag
254,2740,2023-03-17,Express,166.6,0
255,1032,2024-01-28,Standard,43.39,1
256,3484,2023-12-24,Premium,87.91,0
257,3722,2024-09-13,Premium,85.08,0
258,1303,2023-01-08,Express,141.41,0
259,1745,2024-11-18,Premium,63.46,0
260,4955,2023-01-21,Standard,48.27,0
261,1906,2023-07-27,Premium,99.46,0
262,3825,2023-04-07,Standard,50.24,0
263,2313,2024-09-06,Express,127.98,0
264,3977,2023-09-19,Standard,48.28,0
265,3859,2023-02-28,Standard,39.01,0
266,3355,2024-06-18,Premium,133.67,0
267,4302,2023-11-25,Standard,84.53,0
268,4716,2024-09-03,Premium,94.83,0
269,2916,2024-04-03,Standard,56.16,0
270,1202,2024-09-21,Express,119.69,0
271,2034,2024-01-31,Premium,141.46,0
272,3810,2023-07-04,Premium,68.03,0
273,3269,2024-10-30,Premium,95.71,0
274,899,2024-12-25,Standard,65.78,0
275,264,2023-11-19,Standard,74.84,0
276,3426,2024-07-26,Standard,41.9,0
277,1267,2024-07-26,Premium,98.05,0
278,2527,2024-01-09,Premium,72.95,0
279,3749,2023-08-04,Express,114.73,0
280,2833,2023-01-30,Premium,78.56,0
281,440,2023-09-12,Standard,76.15,0
282,937,2023-10-10,Express,160.43,0
283,1100,2024-04-21,Premium,76.03,0
284,1296,2024-01-15,Standard,60.05,0
285,2849,2024-06-25,Express,117.28,0
286,2548,2023-07-02,Express,128.11,0
287,1019,2023-05-31,Premium,140.93,0
288,352,2023-10-20,Express,248.19,0
289,865,2023-08-08,Standard,39.97,0
290,4923,2024-07-28,Express,183.52,0
291,2388,2024-03-10,Express,176.46,0
292,4365,2023-12-15,Premium,110.57,0
293,4273,2024-05-06,Premium,74.45,0
294,2582,2024-12-18,Standard,69.01,0
295,3541,2023-12-30,Standard,43.54,0
296,969,2024-12-03,Express,148.8,0
297,3455,2024-05-07,Standard,58.87,0
298,1375,2023-10-20,Standard,42.82,0
299,4185,2024-08-31,Premium,82.32,0
300,443,2024-09-18,Standard,29.66,0
301,3879,2024-05-25,Premium,71.95,0
302,520,2024-06-26,Express,154.46,0
303,4432,2024-12-18,Standard,54.98,0
304,1530,2023-06-02,Standard,47.87,0
305,3283,2024-04-01,Premium,136.77,0
306,2482,2023-06-02,Premium,76.69,0
307,1866,2023-12-27,Express,253.59,0
308,3249,2024-11-16,Standard,42.83,0
309,4758,2023-10-13,Standard,43.7,0
310,212,2024-02-08,Express,175.62,0
311,4618,2023-10-06,Premium,42.38,0
312,3067,2023-05-07,Premium,82.48,0
313,4044,2024-01-20,Express,127.1,0
314,1960,2023-05-23,Standard,71.22,0
315,2404,2023-01-21,Standard,49.04,0
316,4374,2023-10-13,Express,181.38,0
317,2110,2023-09-12,Standard,37.63,0
318,2691,2024-06-06,Premium,72.51,0
319,98,2023-04-24,Standard,38.57,0
320,804,2023-08-06,Premium,97.6,0
321,3227,2024-10-10,Standard,53.66,0
322,3590,2024-08-03,Standard,42.42,0
323,2928,2024-07-12,Standard,48.0,0
324,729,2023-08-27,Standard,60.26,0
325,2269,2024-11-04,Standard,51.51,0
326,1811,2024-06-28,Standard,34.26,0
327,2510,2024-04-26,Standard,53.96,0
328,4382,2023-03-06,Standard,39.23,0
329,3895,2023-06-28,Standard,70.0,0
330,444,2024-04-07,Premium,81.13,0
331,4478,2024-02-19,Standard,46.83,0
332,2403,2024-01-14,Express,125.2,0
333,3732,2023-11-08,Standard,55.03,0
334,713,2023-07-23,Express,151.07,0
335,3369,2024-03-30,Standard,43.77,1
336,1198,2023-02-14,Standard,60.1,0
337,2235,2024-06-28,Premium,77.51,0
338,82,2023-04-16,Premium,69.05,0
339,770,2024-07-16,Premium,97.48,0
340,481,2024-05-17,Standard,57.13,0
341,1215,2024-10-06,Standard,28.76,0
342,521,2023-10-21,Standard,38.36,0
343,3472,2024-10-06,Standard,63.22,0
344,147,2023-02-25,Standard,58.96,0
345,3111,2024-08-23,Express,222.3,0
346,717,2024-03-26,Express,97.51,0
347,4747,2023-11-04,Standard,37.39,0
348,4687,2023-10-19,Express,196.2,0
349,1138,2024-01-11,Premium,84.03,1
350,3099,2024-04-20,Standard,61.53,0
351,141,2024-10-24,Premium,77.9,0
352,4683,2024-06-16,Standard,41.6,0
353,2634,2024-09-02,Premium,90.21,0
354,220,2024-09-09,Standard,62.2,0
355,1735,2024-01-13,Express,113.09,0
356,402,2024-05-18,Premium,81.24,0
357,2006,2023-10-27,Premium,93.52,0
358,3364,2023-08-05,Express,113.96,0
359,2393,2023-04-18,Premium,155.53,0
360,1959,2023-12-27,Standard,57.29,0
361,615,2023-12-20,Premium,99.12,0
362,1234,2023-05-23,Express,118.5,0
363,521,2024-02-28,Express,128.29,0
364,4045,2023-06-24,Standard,39.62,0
365,695,2023-07-23,Standard,59.21,0
366,2990,2024-05-14,Premium,85.11,0
367,1737,2023-11-04,Express,107.37,0
368,1140,2024-10-07,Standard,34.0,0
369,3213,2024-12-10,Premium,56.97,0
370,2327,2023-06-25,Standard,32.54,0
371,2041,2024-11-28,Express,133.54,1
372,2982,2023-04-11,Premium,125.35,0
373,2493,2023-08-06,Standard,46.47,0
374,1529,2024-10-04,Express,116.07,0
375,2815,2023-12-18,Standard,37.95,0
376,3362,2023-06-23,Standard,30.07,0
377,133,2023-05-26,Premium,75.58,0
378,2372,2023-07-03,Standard,51.71,0
379,303,2024-02-21,Premium,85.57,0
380,939,2023-05-25,Premium,120.29,1
381,2824,2023-03-17,Premium,82.4,0
382,4362,2024-12-25,Standard,63.52,0
383,4437,2024-01-21,Standard,40.56,0
384,364,2023-06-03,Premium,111.11,0
385,2131,2023-06-16,Standard,62.49,1
386,2931,2024-03-22,Standard,43.16,0
387,747,2024-02-05,Standard,52.48,0
388,3849,2023-04-26,Standard,50.97,0
389,3734,2023-04-10,Express,164.6,0
390,4541,2023-02-03,Standard,67.83,0
391,46,2024-06-14,Premium,128.04,0
392,1085,2024-02-20,Standard,45.22,0
393,4156,2024-08-20,Premium,87.85,0
394,3368,2024-05-12,Express,107.87,0
395,4503,2024-01-13,Standard,44.7,0
396,300,2023-03-23,Standard,62.21,0
397,2998,2024-05-03,Standard,63.38,0
398,2863,2023-11-18,Express,136.42,0
399,179,2023-06-17,Standard,35.48,0
400,2592,2023-06-01,Standard,52.78,0
401,3070,2024-07-17,Standard,66.31,0
402,964,2023-01-02,Express,132.89,0
403,1380,2024-12-01,Premium,126.86,0
404,3219,2024-12-06,Premium,66.11,0
405,2386,2023-12-09,Standard,44.56,0
406,4317,2024-07-20,Express,217.15,0
407,1735,2023-07-23,Standard,68.08,0
408,1344,2023-01-08,Standard,71.92,0
409,4926,2024-11-22,Standard,39.07,0
410,4582,2024-05-20,Premium,127.78,0
411,146,2023-09-30,Standard,25.6,0
412,3869,2024-09-12,Standard,49.01,0
413,571,2023-10-16,Standard,49.74,0
414,137,2023-11-07,Standard,45.75,0
415,1383,2023-07-22,Premium,67.71,0
416,1357,2023-11-25,Standard,32.15,0
417,4112,2023-04-08,Standard,51.73,1
418,3565,2023-12-30,Standard,48.03,0
419,4912,2024-05-05,Standard,49.64,0
420,3566,2023-03-20,Standard,61.2,0
421,2126,2023-11-16,Standard,45.19,0
422,3498,2023-03-29,Express,100.24,0
423,4997,2023-12-23,Standard,58.16,0
424,3561,2024-01-04,Standard,76.95,0
425,3831,2023-06-17,Standard,50.09,0
426,4711,2023-07-05,Standard,46.93,0
427,586,2024-08-17,Express,129.19,0
428,3529,2023-01-23,Premium,83.04,0
429,4285,2024-09-06,Premium,100.94,0
430,4791,2023-12-17,Premium,143.09,0
431,1058,2023-12-16,Standard,47.99,0
432,2548,2024-06-02,Standard,41.27,0
433,3412,2024-03-18,Premium,98.92,0
434,1246,2023-04-19,Standard,56.95,0
435,3019,2024-01-05,Standard,38.85,0
436,1294,2024-04-30,Express,183.08,0
437,1681,2023-04-22,Premium,120.15,0
438,2250,2023-10-13,Premium,118.3,0
439,2668,2024-01-29,Standard,48.28,0
440,2293,2023-04-08,Standard,50.82,0
441,2504,2024-06-08,Premium,72.57,0
442,1508,2023-06-16,Standard,64.2,0
443,804,2024-08-11,Standard,41.54,0
444,241,2024-03-23,Express,124.05,0
445,984,2023-10-08,Standard,57.31,0
446,2924,2023-06-18,Standard,60.94,0
447,3941,2023-08-14,Standard,44.48,0
448,852,2023-11-14,Standard,30.53,0
449,560,2023-02-09,Premium,123.31,0
450,3760,2024-05-02,Standard,50.19,0
451,1535,2024-02-22,Standard,86.58,0
452,4777,2023-12-01,Standard,51.62,1
453,3578,2024-05-29,Standard,37.21,0
454,1641,2024-03-11,Express,149.19,0
455,1466,2023-09-08,Premium,68.32,0
456,2639,2023-04-08,Standard,52.83,0
457,415,2023-11-21,Standard,51.43,0
458,607,2024-04-14,Premium,107.25,0
459,888,2024-10-30,Standard,46.27,0
460,3889,2024-05-30,Standard,32.35,0
461,2592,2024-05-16,Standard,42.1,0
462,54,2023-10-08,Express,122.99,0
463,3382,2023-09-09,Standard,38.14,0
464,2155,2024-03-09,Express,156.55,0
465,2578,2023-09-12,Standard,41.47,0
466,1074,2024-02-11,Standard,36.78,0
467,2783,2024-02-13,Premium,70.92,1
468,4903,2023-11-22,Standard,41.01,1
469,385,2023-04-08,Standard,57.34,0
470,1440,2023-05-29,Standard,77.38,0
471,1226,2023-04-18,Standard,55.47,0
472,1252,2023-12-16,Express,143.21,0
473,1933,2023-05-03,Standard,48.78,1
474,4105,2023-11-08,Standard,65.35,0
475,4590,2023-09-16,Premium,104.7,0
476,1014,2024-08-13,Standard,73.34,0
477,2734,2024-02-09,Express,134.12,0
478,3202,2023-07-30,Standard,58.15,1
479,2627,2023-06-26,Standard,58.31,0
480,2213,2024-01-17,Standard,83.09,0
481,967,2024-08-02,Standard,46.37,0
482,2485,2023-10-14,Standard,51.54,0
483,2044,2023-10-29,Standard,84.1,0
484,3986,2023-10-28,Standard,59.81,0
485,3842,2024-04-03,Premium,92.25,0
486,692,2024-09-28,Express,144.4,1
487,460,2024-12-20,Premium,119.53,0
488,4569,2024-03-16,Standard,57.43,0
489,2694,2023-11-08,Standard,77.56,0
490,4315,2023-06-15,Express,200.81,1
491,305,2023-09-19,Express,144.16,0
492,2656,2024-05-15,Standard,29.31,0
493,2713,2024-12-29,Premium,89.98,0
494,4333,2023-04-21,Standard,37.87,0
495,513,2023-03-14,Standard,35.96,0
496,1215,2023-06-14,Express,115.61,0
497,2072,2024-09-01,Standard,43.54,1
498,4360,2024-02-22,Standard,70.96,0
499,4714,2024-01-18,Standard,33.13,0
500,4965,2023-02-09,Standard,61.92,0
501,4804,2023-09-05,Standard,34.93,0
502,32,2023-06-17,Express,127.42,0
503,243,2024-09-29,Standard,83.65,0
504,750,2023-02-19,Premium,79.86,0
505,1774,2024-05-10,Standard,38.1,0
506,4172,2024-12-18,Standard,28.25,0
507,4492,2024-06-03,Standard,72.02,0
508,942,2024-12-24,Standard,30.02,0
509,3122,2024-07-25,Standard,44.47,0
510,4613,2023-12-11,Standard,48.15,0
511,2362,2023-09-23,Premium,73.98,0
512,538,2024-07-28,Standard,62.27,0
513,2331,2023-07-08,Standard,65.31,0
514,1915,2023-11-27,Standard,54.45,0
515,2906,2023-06-03,Standard,39.01,0
516,2236,2024-10-24,Premium,120.44,1
517,85,2024-10-20,Standard,25.78,0
518,4972,2023-05-26,Express,203.27,0
519,2736,2023-06-27,Standard,45.08,0
520,2414,2023-05-27,Standard,40.37,0
521,4792,2023-09-28,Standard,39.77,0
522,788,2023-01-16,Express,131.81,1
523,952,2024-05-26,Standard,50.77,0
524,4049,2023-05-27,Standard,36.62,0
525,1312,2024-03-30,Premium,96.79,0
526,4000,2024-02-07,Standard,59.43,0
527,1370,2023-12-10,Standard,35.06,0
528,164,2024-11-18,Express,205.01,0
529,2605,2023-01-08,Standard,35.73,0
530,989,2023-02-19,Standard,47.92,0
531,3808,2024-12-01,Premium,99.44,0
532,3224,2024-08-22,Standard,51.03,0
533,4642,2023-01-13,Standard,63.13,0
534,3929,2023-07-21,Premium,91.53,0
535,917,2024-10-20,Express,97.45,0
536,4005,2024-03-09,Premium,73.73,0
537,3227,2024-02-11,Standard,44.04,0
538,3362,2023-06-07,Standard,74.51,0
539,4186,2024-04-29,Standard,45.46,0
540,2886,2024-07-26,Standard,37.38,0
541,2373,2024-06-30,Express,255.85,0
542,3200,2024-01-28,Express,117.02,0
543,1505,2024-01-03,Standard,46.89,0
544,924,2024-01-12,Standard,33.51,0
545,3108,2023-04-16,Premium,89.85,0
546,1184,2024-01-06,Premium,104.19,0
547,420,2023-04-20,Premium,110.37,0
548,4,2023-10-21,Standard,52.14,0
549,3062,2023-09-21,Premium,94.66,0
550,1849,2023-11-27,Premium,77.26,0
551,3774,2024-02-28,Standard,38.66,0
552,1912,2023-10-06,Premium,86.84,0
553,2473,2023-08-12,Premium,68.45,0
554,2075,2023-06-22,Standard,49.32,0
555,3268,2023-05-09,Standard,49.11,0
556,1817,2023-09-03,Standard,49.9,0
557,4829,2024-06-04,Express,144.26,0
558,4701,2023-10-23,Standard,64.98,0
559,4270,2023-06-05,Express,136.5,0
560,4622,2024-08-31,Premium,103.04,0
561,2291,2023-12-18,Express,142.71,0
562,2699,2024-10-09,Premium,109.33,0
563,3725,2023-10-20,Standard,50.32,0
564,3485,2024-12-22,Standard,47.33,0
565,4481,2024-03-30,Premium,107.75,0
566,3587,2023-10-01,Express,132.9,1
567,4992,2023-04-22,Premium,97.41,0
568,1772,2024-12-16,Standard,61.73,0
569,4190,2024-03-27,Standard,61.8,0
570,3490,2023-03-18,Premium,85.82,0
571,3469,2024-08-09,Standard,56.49,0
572,1636,2023-03-21,Standard,99.36,0
573,3938,2024-07-09,Standard,47.92,0
574,4531,2023-03-19,Express,148.94,0
575,1096,2024-03-11,Premium,95.39,0
576,3145,2024-11-23,Standard,43.72,0
577,2005,2024-12-26,Standard,48.21,0
578,4950,2023-07-08,Premium,73.27,0
579,2441,2023-02-04,Standard,55.28,0
580,1154,2024-08-05,Premium,95.79,0
581,1952,2023-07-31,Premium,80.79,0
582,3280,2023-10-10,Standard,51.71,0
583,397,2023-05-18,Express,125.4,0
584,3034,2024-08-09,Premium,85.62,0
585,4680,2024-11-03,Premium,98.67,0
586,4283,2024-04-29,Standard,40.22,0
587,352,2023-07-24,Premium,114.23,0
588,4969,2023-12-02,Premium,69.29,0
589,3497,2024-03-28,Express,120.75,0
590,814,2024-04-30,Standard,40.48,0
591,63,2024-11-29,Premium,80.03,0
592,864,2024-03-12,Premium,150.9,0
593,4218,2024-02-26,Premium,118.12,0
594,106,2023-05-18,Premium,142.69,0
595,1179,2023-01-06,Standard,58.48,0
596,3804,2023-08-01,Premium,54.0,0
597,2949,2023-04-05,Standard,51.86,0
598,3929,2024-07-14,Standard,41.95,0
599,3745,2023-10-12,Standard,44.79,0
600,260,2024-01-13,Standard,47.27,0
601,4492,2024-05-16,Standard,83.52,1
602,1147,2024-03-24,Standard,45.74,0
603,2789,2024-02-21,Standard,35.8,0
604,3242,2023-04-08,Standard,63.09,0
605,852,2024-07-14,Standard,63.5,0
606,4890,2024-10-17,Premium,80.7,0
607,2485,2023-05-15,Premium,97.32,0
608,302,2024-12-24,Express,128.09,0
609,4704,2024-01-23,Express,130.27,0
610,2949,2023-11-15,Express,126.66,0
611,3500,2023-07-16,Express,175.83,0
612,2648,2023-05-04,Express,106.38,0
613,4201,2023-11-25,Standard,35.16,0
614,163,2023-03-19,Standard,63.43,0
615,1355,2023-10-01,Premium,77.59,0
616,2393,2023-05-16,Express,131.45,0
617,400,2024-04-17,Standard,30.08,1
618,3536,2023-11-20,Express,182.45,0
619,2010,2024-01-06,Standard,27.56,0
620,1377,2023-06-03,Standard,46.5,0
621,21,2024-08-09,Premium,88.49,0
622,3607,2024-02-21,Premium,75.67,0
623,4195,2023-01-22,Express,119.34,0
624,2019,2023-09-13,Premium,85.72,0
625,2842,2024-08-03,Standard,46.29,0
626,1151,2024-10-02,Express,137.35,0
627,3134,2023-02-04,Express,157.3,0
628,61,2023-07-03,Express,145.55,0
629,2485,2023-08-11,Premium,92.03,0
630,3242,2023-05-06,Express,94.3,0
631,4614,2024-10-04,Standard,35.05,0
632,1949,2023-07-18,Premium,103.81,0
633,3848,2023-05-09,Standard,38.25,0
634,3003,2024-07-23,Standard,39.14,0
635,4663,2023-08-17,Express,186.01,0
636,2034,2023-08-10,Premium,113.64,0
637,1603,2024-08-19,Express,208.83,0
638,4463,2024-03-23,Premium,112.46,0
639,252,2024-04-08,Standard,60.82,0
640,696,2023-09-17,Express,157.97,0
641,435,2024-05-21,Standard,57.23,0
642,4243,2023-01-17,Standard,68.44,0
643,54,2024-08-11,Standard,33.65,0
644,4338,2023-12-21,Express,87.45,0
645,2304,2024-02-22,Express,170.96,0
